,account_id,client_id,district_id,Gender,age,disposition_type,card_type,Year_DOC,Month_DOC,Day_DOC,Frequency_issuance,Nbr_Credit_Trans.,Amount_Credit_Trans.,Nbr_Debit_Trans.,Amount_Debit_Trans.,average_balance,Nbr_Credit_Cash,Nbr_Credit_Bank,Nbr_Credit_Others,Nbr_Debit_Cash,Nbr_Debit_Card,Nbr_Debit_Bank,Amount_Credit_Cash,Amount_Credit_Bank,Amount_Credit_Others,Amount_Debit_Cash,Amount_Debit_Card,Amount_Debit_Bank,Nbr_Statement_Trans.,Amount_Statement_Trans,Nbr_Interest_Credited_Trans,Amount_Interest_Credited_Trans,Nbr_Sanction_Interest_Trans,Amount_Sanction_Interest_Trans,Nbr_Pension_Trans,Amount_Pension_Trans,Nbr_PO_Leasing,Monthly_Amount_PO_Leasing,Nbr_Insurance_Trans,Amount_Insurance_Trans,Nbr_PO_Insurance,Monthly_Amount_PO_Insurance,Nbr_Household_Trans,Amount_Household_Trans,Nbr_PO_Household,Monthly_Amount_PO_Household,Nbr_Other_Trans,Amount_Other_Trans,Nbr_PO_Other,Monthly_Amount_PO_Other,Nbr_Loan_Trans,Amount_Loan_Trans,Nbr_PO_Loan,Monthly_Amount_PO_Loan,Theoritical_Amount_Loan_Due,Loan_Duration,Status_Loan_Owner,Region,Average_salary_district,Average_Unemployment_rate_district
1838,325,397,75,Male,69,OWNER,not availed,1996,10,6,Monthly,55,159943.6,71,140194.2,17231,1,27,27,48,0,23,300,157923,1720.6,77151.2,0,63043,22,321.2,27,1720.6,0,0,27,157923,,,0,0,,,23,63043,1,2741,27,77130,,,0,0,,,,,,north Moravia,8819,5.52
1839,420,506,75,Male,53,OWNER,not availed,1995,8,26,Monthly,90,538029.2,134,459331,44538,50,0,40,99,0,35,530603,0,7426.2,207611,0,251720,35,511,40,7426.2,0,0,0,0,,,0,0,,,35,251720,1,7192,114,737703,,,0,0,,,,,,north Moravia,8819,5.52
1840,421,507,75,Male,45,OWNER,not availed,1997,11,27,Monthly,28,126199.1,28,105455.8,21029,15,0,13,19,0,9,125178,0,1021.1,55316.8,0,50139,8,116.8,13,1021.1,0,0,0,0,,,0,0,,,9,50139,1,5571,26,180378,,,0,0,,,,,,north Moravia,8819,5.52
1841,453,545,75,Female,26,OWNER,not availed,1997,4,24,Monthly,42,538820.7,68,452211,58551,22,0,20,52,0,16,534436,0,4384.7,340019,0,112192,15,219,20,4384.7,0,0,0,0,,,0,0,,,16,112192,1,7012,59,874236,,,0,0,,,,,,north Moravia,8819,5.52
1842,485,583,75,Female,34,OWNER,not availed,1993,1,4,Immediate,195,2813244.1,410,2734191,49558,123,0,72,200,0,210,2800675,0,12569.1,1853311,0,880880,69,6900,72,12569.1,0,0,0,0,1,2629.6,70,250040,1,3572,70,519470,1,7421,254,4647086,1,1591,0,0,,,,,,north Moravia,8819,5.52
1843,580,698,75,Male,45,OWNER,not availed,1996,5,20,Monthly,72,304910.3,113,275046.6,26553,41,0,31,60,0,53,301520,0,3390.3,134039.6,0,141007,26,379.6,31,3390.3,0,0,0,0,,,0,0,,,27,96417,1,3571,75,435180,1,1715,0,0,,,,,,north Moravia,8819,5.52
1844,606,725,75,Male,43,OWNER,classic,1997,11,4,Monthly,30,362021.4,45,290641.4,51254,16,0,14,25,0,20,358872,0,3149.4,208531.4,0,82110,9,131.4,14,3149.4,0,0,0,0,,,0,0,,,10,71400,1,7140,32,567272,1,1071,0,0,,,,,,north Moravia,8819,5.52
1845,636,763,75,Female,72,OWNER,not availed,1997,4,24,Monthly,37,93676.2,46,79525,15822,1,20,16,30,0,16,1000,91680,996.2,30629,0,48896,15,219,16,996.2,0,0,20,91680,,,0,0,,,16,48896,1,3056,16,31410,,,0,0,,,,,,north Moravia,8819,5.52
1846,736,883,75,Female,79,OWNER,not availed,1997,12,7,Monthly,27,53663.2,20,30588.8,17893,1,13,13,12,0,8,500,52403,760.2,13636.8,0,16952,8,116.8,13,760.2,0,0,13,52403,,,0,0,,,8,16952,1,2119,5,14020,,,0,0,,,,,,north Moravia,8819,5.52
1847,746,894,75,Male,65,OWNER,not availed,1995,5,10,Monthly,83,227045.7,113,192142.8,24459,1,43,39,74,0,39,500,222654,3891.7,57514.8,0,134628,38,554.8,39,3891.7,0,0,43,222654,,,0,0,,,39,134628,1,3452,37,57460,,,0,0,,,,,,north Moravia,8819,5.52
1848,1349,1635,75,Female,69,OWNER,not availed,1996,3,5,Monthly,69,224961.8,127,208713.4,17725,1,34,34,67,0,60,700,221986,2275.8,94323.4,0,114390,29,423.4,34,2275.8,0,0,34,221986,,,0,0,,,30,68760,2,3813,39,94600,,,0,0,,,,,,north Moravia,8819,5.52
1849,1417,1718,75,Male,61,OWNER,gold,1994,12,20,Monthly,99,1281916.4,180,1179563.8,65305,51,0,48,132,4,44,1269408,0,12508.4,843527.8,10700,325336,43,627.8,48,12508.4,0,0,0,0,,,0,0,,,44,325336,1,7394,144,2123008,,,0,0,,,,,,north Moravia,8819,5.52
1850,1574,1907,75,Female,71,OWNER,not availed,1997,5,28,Monthly,35,79319.1,39,50394.4,19018,1,19,15,25,0,14,1000,77102,1217.1,16934.4,0,33460,14,204.4,15,1217.1,0,0,19,77102,,,0,0,,,14,33460,1,2390,12,17730,,,0,0,,,,,,north Moravia,8819,5.52
1851,1621,1965,75,Male,60,OWNER,not availed,1993,12,1,Monthly,127,1074281.5,226,1016089.6,38033,66,0,61,170,0,56,1064317,0,9964.5,574417.6,0,441672,56,817.6,61,9964.5,0,0,0,0,,,0,0,,,56,441672,1,7887,180,1637917,,,0,0,,,,,,north Moravia,8819,5.52
1852,1707,2072,75,Female,55,OWNER,not availed,1997,1,13,Monthly,48,307207.3,57,284132.8,16539,2,23,23,38,0,19,6600,299227,1380.3,135362.8,0,148770,18,262.8,23,1380.3,0,0,0,0,1,1196.9,0,0,,,19,148770,1,7830,45,440927,,,0,0,,,,,,north Moravia,8819,5.52
1853,1757,2129,75,Male,37,OWNER,not availed,1995,3,27,Monthly,91,2171371.3,150,2126488,59575,1,45,45,150,0,0,200,2160953,10218.3,2126488,0,0,40,584,45,10218.3,0,0,0,0,,,0,0,,,0,0,,,156,4287057,,,0,0,,,,,,north Moravia,8819,5.52
1854,1802,2182,75,Female,70,OWNER,not availed,1995,3,10,Monthly,93,227915.2,173,212636.6,27893,1,46,46,91,0,82,800,222042,5073.2,109808.6,0,102828,41,598.6,46,5073.2,0,0,46,222042,,,0,0,,,41,45592,2,2508,51,110010,,,0,0,,,,,,north Moravia,8819,5.52
1855,2001,2431,75,Male,33,OWNER,classic,1994,5,19,Monthly,113,2366815.6,226,2280321,60919,3,55,55,163,12,51,7000,2346120,13695.6,1612797,28800,638724,50,730,55,13695.6,0,0,0,0,,,0,0,,,51,638724,1,12524,183,3993987,,,0,0,,,,,,north Moravia,8819,5.52
1856,2011,2443,75,Male,50,OWNER,not availed,1993,3,25,Monthly,135,213384.9,311,190154.4,16824,1,69,65,116,0,195,900,208104,4380.9,59504.4,0,130650,64,934.4,65,4380.9,0,0,0,0,,,65,780,1,12,65,112190,1,1726,122,267574,1,272,0,0,,,,,,north Moravia,8819,5.52
1857,2040,2476,75,Female,42,OWNER,classic,1996,6,25,Monthly,76,318024.1,77,250715,34882,46,0,30,50,2,25,313722.5,0,4301.6,114965,4200,131550,25,365,30,4301.6,0,0,0,0,,,0,0,,,25,131550,1,5262,73,432522.5,,,0,0,,,,,,north Moravia,8819,5.52
1858,2136,2583,75,Male,62,OWNER,not availed,1997,10,2,Monthly,32,173445.4,28,116546,35280,17,0,15,28,0,0,171364,0,2081.4,116546,0,0,10,146,15,2081.4,0,0,0,0,,,0,0,,,0,0,,,35,287764,,,0,0,,,,,,north Moravia,8819,5.52
1859,2138,2585,75,Female,28,OWNER,classic,1997,8,11,Monthly,35,457993.6,54,399031.2,44219,18,0,17,39,3,12,454666,0,3327.6,272075.2,9500,117456,12,175.2,17,3327.6,0,0,0,0,,,0,0,,,12,117456,1,9788,48,736066,,,0,0,,,,,,north Moravia,8819,5.52
1860,2189,2650,75,Male,24,OWNER,junior,1993,4,22,Monthly,138,1555586.7,353,1493711.8,52291,70,0,68,151,12,190,1540668,0,14918.7,1153179.8,27600,312932,63,919.8,68,14918.7,0,0,0,0,,,63,176589,1,2803,63,91287,1,1449,170,2720528,1,704,0,0,,,,,,north Moravia,8819,5.52
1861,2315,2801,75,Male,80,OWNER,not availed,1994,2,13,Monthly,113,266010.3,174,227235.8,34090,1,58,54,120,0,54,900,257462,7648.3,136893.8,0,90342,53,773.8,54,7648.3,0,0,58,257462,,,0,0,,,54,90342,1,1673,68,137020,,,0,0,,,,,,north Moravia,8819,5.52
1862,2585,3120,75,Male,35,OWNER,not availed,1993,2,10,Monthly,141,1165375.1,197,1136264.1,28321,73,0,68,197,0,0,1157345,0,8030.1,1136264.1,0,0,63,919.8,68,8030.1,5,104.3,0,0,,,0,0,,,0,0,,,202,2292585,,,0,0,,,,,,north Moravia,8819,5.52
1863,2723,3289,75,Female,22,OWNER,not availed,1995,3,12,Monthly,105,468479.7,148,437324.6,26565,59,0,46,107,0,41,463250,0,5229.7,209938.6,0,227386,41,598.6,46,5229.7,0,0,0,0,,,0,0,,,41,227386,1,5546,125,672590,,,0,0,,,,,,north Moravia,8819,5.52
1864,2847,3441,75,Male,41,OWNER,not availed,1994,5,8,Monthly,135,558235.7,189,509465,37081,80,0,55,138,0,51,549980,0,8255.7,245030,0,264435,50,730,55,8255.7,0,0,0,0,,,0,0,,,51,264435,1,5185,168,794280,,,0,0,,,,,,north Moravia,8819,5.52
1865,2861,3457,75,Female,76,OWNER,not availed,1993,2,10,Monthly,137,420553.9,232,399457,23718,1,70,66,166,0,66,300,414050,6203.9,226999,0,172458,65,949,66,6203.9,0,0,70,414050,,,0,0,,,66,172458,1,2613,102,226350,,,0,0,,,,,,north Moravia,8819,5.52
1866,3014,3640,75,Male,21,OWNER,junior,1995,3,3,Weekly,124,1687307.9,141,1655642,57967,78,0,46,141,0,0,1677129,0,10178.9,1655642,0,0,44,1320,46,10178.9,0,0,0,0,1,4187,0,0,,,0,0,,,175,3331451,,,0,0,,,,,,north Moravia,8819,5.52
1867,3017,3644,75,Male,48,OWNER,not availed,1994,8,12,Monthly,106,1095204,327,1062757.2,28572,54,0,52,136,0,191,1089161,0,6043,730426.2,0,332331,47,686.2,52,6043,0,0,0,0,,,47,55131,1,1173,48,144912,1,3019,143,1818901,2,2756,0,0,,,,,,north Moravia,8819,5.52
1868,3197,3865,75,Male,22,OWNER,not availed,1993,12,25,Monthly,117,185919.4,146,157991,21258,1,60,56,90,0,56,300,180780,4839.4,45543,0,112448,55,803,56,4839.4,0,0,0,0,,,0,0,,,56,112448,1,2008,96,225820,,,0,0,,,,,,north Moravia,8819,5.52
1869,3217,3891,75,Male,41,OWNER,not availed,1997,4,23,Immediate,57,828682.5,75,743730,55896,37,0,20,57,0,18,824478,0,4204.5,596202,0,147528,18,1800,20,4204.5,0,0,0,0,1,1951.3,0,0,,,18,147528,1,8196,76,1418880,,,0,0,,,,,,north Moravia,8819,5.52
1870,3294,3985,75,Female,20,OWNER,junior,1996,4,9,Monthly,79,445688.5,105,390400.8,44432,46,0,33,69,8,28,439479,0,6209.5,199368.8,12700,178332,28,408.8,33,6209.5,0,0,0,0,,,0,0,,,28,178332,1,6369,95,651139,,,0,0,,,,,,north Moravia,8819,5.52
1871,3415,4129,75,Female,47,OWNER,not availed,1997,12,6,Monthly,32,116311.7,28,87726.2,30579,20,0,12,20,0,8,114784,0,1527.7,54302.2,0,33424,7,102.2,12,1527.7,0,0,0,0,,,0,0,,,8,33424,1,4178,33,168984,,,0,0,,,,,,north Moravia,8819,5.52
1872,3704,4466,75,Female,77,OWNER,not availed,1993,1,24,Monthly,140,451227.7,229,408505.6,27503,1,71,68,162,0,67,500,443182,7545.7,204423.6,0,204082,66,963.6,68,7545.7,0,0,71,443182,,,0,0,,,67,204082,1,3046,97,203960,,,0,0,,,,,,north Moravia,8819,5.52
1873,3849,4640,75,Female,43,OWNER,not availed,1994,10,21,Monthly,103,933791.2,184,859132,45980,53,0,50,139,0,45,924225,0,9566.2,659017,0,200115,45,657,50,9566.2,0,0,0,0,,,0,0,,,45,200115,1,4447,147,1582585,,,0,0,,,,,,north Moravia,8819,5.52
1874,3971,4790,75,Male,53,OWNER,not availed,1997,3,13,Monthly,47,606189.5,119,553766.8,34750,25,0,22,48,0,71,603130,0,3059.5,350966.8,0,202800,18,262.8,22,3059.5,0,0,0,0,,,18,15426,1,857,17,161670,1,9510,55,953834,2,1428,0,0,,,,,,north Moravia,8819,5.52
1875,3980,4799,75,Female,53,OWNER,not availed,1993,4,3,Monthly,160,742493.5,310,674958.4,41823,91,0,69,182,0,128,730125,0,12368.5,442574.4,0,232384,64,934.4,69,12368.5,0,0,0,0,,,0,0,,,64,87488,1,1367,209,1171765,1,2264,0,0,,,,,,north Moravia,8819,5.52
1876,3982,4802,75,Male,28,OWNER,not availed,1993,7,27,Monthly,127,217930.6,187,170109,28269,1,65,61,126,0,61,700,209950,7280.6,38776,0,131333,60,876,61,7280.6,0,0,0,0,,,0,0,,,61,131333,1,2153,132,248550,,,0,0,,,,,,north Moravia,8819,5.52
1877,5181,6257,75,Female,57,OWNER,not availed,1996,2,3,Monthly,69,523040.7,85,498941.6,39458,37,0,32,65,0,20,517861,0,5179.7,365891.6,0,133050,26,379.6,32,5179.7,0,0,0,0,,,0,0,,,0,0,,,76,883373,,,20,133050,1,6652.5,399150,60,C,north Moravia,8819,5.52
1878,5870,7102,75,Female,32,OWNER,not availed,1997,9,17,Monthly,39,671527.3,41,606452,60568,24,0,15,41,0,0,668346,0,3181.3,606452,0,0,10,146,15,3181.3,0,0,0,0,,,0,0,,,0,0,,,55,1274652,,,0,0,,,,,,north Moravia,8819,5.52
1879,7011,8463,75,Male,52,OWNER,not availed,1993,10,8,Monthly,151,1900155.9,205,1836838.3,52689,88,0,63,205,0,0,1887489,0,12666.9,1836838.3,0,0,61,890.6,63,12666.9,3,46.7,0,0,,,0,0,,,0,0,,,229,3723390,,,0,0,,,,,,north Moravia,8819,5.52
1880,7033,8489,75,Female,47,OWNER,not availed,1996,7,3,Monthly,63,160692.5,76,163282,13170,38,0,25,76,0,0,159085,0,1607.5,163282,0,0,22,321.2,25,1607.5,6,260.8,0,0,,,0,0,,,0,0,,,86,321785,,,0,0,,,,,,north Moravia,8819,5.52
1881,10789,13261,75,Male,55,OWNER,not availed,1996,9,18,Monthly,90,1669223.3,196,1593943.4,61220,63,0,27,109,0,87,1662952,0,6271.3,1199604,0,394339.4,25,365,27,6271.3,0,0,0,0,,,25,66750,1,2670,25,258500,1,10340,147,2862191,1,933,12,45764.4,1,3813.7,45764.4,12,A,north Moravia,8819,5.52
1882,11135,13687,75,Male,40,OWNER,not availed,1993,10,10,Monthly,132,1077091.4,284,1023388.2,39339,70,0,62,191,0,93,1066663,0,10428.4,654712.2,0,368676,57,832.2,62,10428.4,0,0,0,0,,,0,0,,,57,186048,1,3264,204,1720543,,,36,182628,1,5073,182628,36,A,north Moravia,8819,5.52
1883,36,44,38,Female,22,OWNER,not availed,1993,7,1,Monthly,134,1436075.6,254,1356928.6,44958,68,0,66,192,0,62,1423918,0,12157.6,1104650.6,0,252278,61,890.6,66,12157.6,0,0,0,0,,,0,0,,,62,252278,1,4069,199,2527678,,,0,0,,,,,,north Bohemia,8965,7.655
1884,139,167,38,Female,21,OWNER,junior,1997,5,15,Weekly,39,694252.6,59,640023,58607,1,19,19,59,0,0,1000,688338,4914.6,640023,0,0,14,420,19,4914.6,0,0,0,0,,,0,0,,,0,0,,,65,1328941,,,0,0,,,,,,north Bohemia,8965,7.655
1885,141,169,38,Male,46,OWNER,not availed,1996,3,6,Monthly,69,1122655.4,172,1067777.4,36936,1,34,34,83,0,89,900,1116108,5647.4,715423.4,0,352354,29,423.4,34,5647.4,0,0,0,0,1,3016.5,29,194764,1,6716,30,103860,1,3462,89,1832008,1,1791,0,0,,,,,,north Bohemia,8965,7.655
1886,216,261,38,Female,62,OWNER,not availed,1994,5,16,Monthly,108,361449.7,235,340763,25682,1,55,52,134,0,101,500,355300,5649.7,189300,0,151463,50,730,52,5649.7,0,0,55,355300,,,0,0,,,50,74300,2,2999,85,189070,,,0,0,,,,,,north Bohemia,8965,7.655
1887,267,322,38,Male,66,OWNER,not availed,1995,4,26,Monthly,85,216880,126,199939.4,19586,1,44,40,86,0,40,500,213268,3112,76979.4,0,122960,39,569.4,40,3112,0,0,44,213268,,,0,0,,,40,122960,1,3074,48,76910,,,0,0,,,,,,north Bohemia,8965,7.655
1888,276,333,38,Male,28,OWNER,classic,1997,12,8,Monthly,27,392652.3,38,333276.3,50293,1,13,13,28,1,9,700,388932,3020.3,283509.8,3600,46166.5,8,116.8,13,3020.3,0,0,0,0,,,0,0,,,8,41696,1,5212,35,676625,,,1,4470.5,1,4470.5,160938,36,C,north Bohemia,8965,7.655
1889,374,454,38,Female,50,OWNER,not availed,1993,1,9,Monthly,150,1811590.6,221,1765911.6,45743,8,71,71,221,0,0,24400,1774163,13027.6,1765911.6,0,0,66,963.6,71,13027.6,0,0,0,0,,,0,0,,,0,0,,,234,3563511,,,0,0,,,,,,north Bohemia,8965,7.655
1890,383,463,38,Male,55,OWNER,not availed,1997,5,15,Monthly,36,60184,39,42012.4,13879,1,19,16,25,0,14,600,58634,950,13214.4,0,28798,14,204.4,16,950,0,0,0,0,,,0,0,,,0,0,1,2057,45,101042,,,0,0,,,,,,north Bohemia,8965,7.655
1891,435,523,38,Male,77,OWNER,not availed,1993,1,8,Monthly,139,364892.7,200,337757.6,23390,1,71,67,134,0,66,400,357769,6723.7,127283.6,0,210474,66,963.6,67,6723.7,0,0,71,357769,,,0,0,,,66,210474,1,3189,69,126720,,,0,0,,,,,,north Bohemia,8965,7.655
1892,575,690,38,Male,57,OWNER,not availed,1994,4,26,Monthly,120,575856.9,221,546964.6,22193,64,0,56,117,0,104,571208,0,4648.9,230544.6,0,316420,51,744.6,56,4648.9,0,0,0,0,,,0,0,,,52,39312,1,756,130,801008,1,5329,0,0,,,,,,north Bohemia,8965,7.655
1893,722,866,38,Female,24,OWNER,not availed,1997,5,4,Immediate,40,467443.1,58,454138,32984,22,0,18,58,0,0,465270,0,2173.1,454138,0,0,14,1400,18,2173.1,3,38,0,0,,,0,0,,,11,99600,,,38,792470,,,0,0,,,,,,north Bohemia,8965,7.655
1894,732,879,38,Female,56,OWNER,not availed,1996,6,7,Monthly,63,580455.1,108,542682.6,31568,32,0,31,81,0,27,576322,0,4133.1,404199.6,0,138483,26,379.6,31,4133.1,0,0,0,0,,,0,0,,,27,138483,1,5129,87,980142,,,0,0,,,,,,north Bohemia,8965,7.655
1895,749,898,38,Female,56,OWNER,not availed,1997,3,23,Monthly,49,225169.2,116,194964.6,33484,28,0,21,49,0,67,222363,0,2806.2,110373.6,0,84591,16,233.6,21,2806.2,0,0,0,0,,,17,867,1,51,16,79440,1,4965,61,332503,2,252,0,0,,,,,,north Bohemia,8965,7.655
1896,755,905,38,Male,59,OWNER,not availed,1997,9,27,Monthly,32,413364.2,51,345446,46850,17,0,15,31,0,20,410420,0,2944.2,292126,0,53320,10,146,15,2944.2,0,0,0,0,,,0,0,,,10,38890,1,3889,38,702400,1,1443,0,0,,,,,,north Bohemia,8965,7.655
1897,1256,1516,38,Female,53,OWNER,not availed,1994,4,21,Monthly,117,949835.3,292,910924.6,32609,61,0,56,152,0,140,942792,0,7043.3,495204.6,0,415720,51,744.6,56,7043.3,0,0,0,0,,,0,0,,,52,61256,1,1178,162,1437252,1,5450,36,71064,1,1974,71064,36,A,north Bohemia,8965,7.655
1898,1482,1795,38,Female,39,OWNER,classic,1996,12,8,Monthly,51,607305.3,118,528937.4,52031,27,0,24,46,12,60,602276,0,5029.3,403577.4,29600,95760,19,277.4,24,5029.3,0,0,0,0,,,20,6700,1,335,20,53740,1,2687,66,1035176,1,1766,0,0,,,,,,north Bohemia,8965,7.655
1899,1592,1930,38,Female,65,OWNER,gold,1994,8,18,Monthly,101,249757.5,193,163585.2,48842,1,52,48,98,1,94,400,239408,9949.5,76746.2,500,86339,47,686.2,48,9949.5,0,0,52,239408,,,0,0,,,47,10528,2,1837,53,76960,,,0,0,,,,,,north Bohemia,8965,7.655
1900,1619,1963,38,Male,54,OWNER,not availed,1997,2,24,Monthly,58,170301.9,61,126548.2,31080,36,0,22,44,0,17,167520,0,2781.9,71808.2,0,54740,17,248.2,22,2781.9,0,0,0,0,,,0,0,,,17,54740,1,3220,63,239080,,,0,0,,,,,,north Bohemia,8965,7.655
1901,1756,2128,38,Female,44,OWNER,classic,1995,10,26,Monthly,78,777063.6,132,697512.8,53239,40,0,38,96,3,33,768723,0,8340.6,483881.8,5500,208131,33,481.8,38,8340.6,0,0,0,0,,,0,0,,,33,208131,1,6307,106,1257623,,,0,0,,,,,,north Bohemia,8965,7.655
1902,1935,2351,38,Male,34,OWNER,not availed,1996,8,15,Monthly,57,1528295.9,86,1483657.8,56644,1,28,28,86,0,0,1100,1521185,6010.9,1483657.8,0,0,23,335.8,28,6010.9,0,0,0,0,,,0,0,,,0,0,,,92,3005607,,,0,0,,,,,,north Bohemia,8965,7.655
1903,2151,2603,38,Female,27,OWNER,not availed,1995,2,8,Monthly,107,540576.7,226,502611.2,22018,60,0,47,99,0,127,536204,0,4372.7,214413.2,0,288198,42,613.2,47,4372.7,0,0,0,0,,,42,9366,1,223,43,227298,1,5286,117,750004,1,1227,0,0,,,,,,north Bohemia,8965,7.655
1904,2158,2612,38,Male,24,OWNER,not availed,1997,3,29,Monthly,52,191934.6,50,161298.2,36744,31,0,21,50,0,0,188916,0,3018.6,161298.2,0,0,17,248.2,21,3018.6,0,0,0,0,,,0,0,,,0,0,,,64,349966,,,0,0,,,,,,north Bohemia,8965,7.655
1905,2256,2731,38,Male,72,OWNER,not availed,1993,2,6,Monthly,143,342020.7,196,325345.6,18931,1,71,71,130,0,66,700,335759,5561.7,117313.6,0,208032,66,963.6,71,5561.7,0,0,71,335759,,,0,0,,,66,208032,1,3152,65,117050,,,0,0,,,,,,north Bohemia,8965,7.655
1906,2347,2836,38,Female,80,OWNER,not availed,1996,8,30,Monthly,54,184912.9,83,172723.8,23392,1,28,25,59,0,24,600,181944,2368.9,89275.8,0,83448,23,335.8,25,2368.9,0,0,28,181944,,,0,0,,,24,83448,1,3477,37,89540,,,0,0,,,,,,north Bohemia,8965,7.655
1907,2423,2928,38,Male,67,OWNER,not availed,1993,2,14,Monthly,137,402615.6,282,379974,18449,1,70,66,152,0,130,400,396970,5245.6,197259,0,182715,65,949,66,5245.6,0,0,70,396970,,,0,0,,,65,97110,2,2811,88,196710,,,0,0,,,,,,north Bohemia,8965,7.655
1908,2435,2941,38,Male,48,OWNER,not availed,1993,11,1,Monthly,150,2378003.2,221,2324006.8,50464,89,0,61,164,0,57,2366456,0,11547.2,1873478.8,0,450528,58,846.8,61,11547.2,0,0,0,0,1,1633.9,0,0,,,57,450528,1,7904,195,4239088,,,0,0,,,,,,north Bohemia,8965,7.655
1909,2447,2954,38,Female,40,OWNER,not availed,1997,7,14,Monthly,40,243601.3,53,196552.8,34087,22,0,18,40,0,13,240993,0,2608.3,106709.8,0,89843,13,189.8,18,2608.3,0,0,0,0,,,0,0,,,13,89843,1,6911,49,347513,,,0,0,,,,,,north Bohemia,8965,7.655
1910,2532,3056,38,Female,40,OWNER,classic,1996,12,24,Monthly,49,1278475.3,84,1252439.4,49165,1,24,24,60,5,19,500,1273092,4883.3,1008712.4,13200,230527,19,277.4,24,4883.3,0,0,0,0,,,0,0,,,19,230527,1,12133,71,2295227,,,0,0,,,,,,north Bohemia,8965,7.655
1911,2544,3071,38,Female,32,OWNER,not availed,1996,12,4,Monthly,70,258352,127,188706,44152,45,0,25,43,0,84,254080,0,4272,114912,0,73794,20,292,25,4272,0,0,0,0,,,21,693,1,33,21,61320,1,2920,68,368700,2,561,0,0,,,,,,north Bohemia,8965,7.655
1912,2773,3348,38,Female,21,OWNER,junior,1996,6,23,Monthly,62,564721.6,179,497180,37417,32,0,30,79,0,100,559955,0,4766.6,407105,0,90075,25,365,30,4766.6,0,0,0,0,,,25,900,1,36,25,83850,1,3354,86,966695,2,213,0,0,,,,,,north Bohemia,8965,7.655
1913,2778,3355,38,Male,46,OWNER,not availed,1993,12,30,Monthly,122,857845.4,238,830111,24820,62,0,60,126,0,112,852330,0,5515.4,493383,0,336728,55,803,60,5515.4,0,0,0,0,,,0,0,,,56,10752,1,192,133,1344910,1,5821,0,0,,,,,,north Bohemia,8965,7.655
1914,2903,3508,38,Male,29,OWNER,not availed,1994,5,19,Monthly,112,1340914.8,189,1319850,45044,57,0,55,139,0,50,1329985,0,10929.8,928550,0,391300,50,730,55,10929.8,0,0,0,0,,,0,0,,,50,391300,1,7826,146,2257805,,,0,0,,,,,,north Bohemia,8965,7.655
1915,2967,3582,38,Male,44,OWNER,not availed,1996,11,13,Monthly,53,388481.3,115,364940,24231,28,0,25,53,0,62,385920,0,2561.3,197292,0,167648,20,292,25,2561.3,0,0,0,0,,,20,89780,1,4489,21,55986,1,2666,61,582920,1,1042,0,0,,,,,,north Bohemia,8965,7.655
1916,3112,3763,38,Female,22,OWNER,junior,1994,8,12,Monthly,144,2450558.4,295,2372729.6,73384,91,0,53,160,11,124,2435976,0,14582.4,2115101.4,33000,224628.2,44,642.4,53,14582.4,0,0,0,0,,,0,0,,,45,66060,1,1468,218,4583435,1,1584,34,87288.2,1,2567.3,123230.4,48,C,north Bohemia,8965,7.655
1917,3143,3800,38,Female,45,OWNER,not availed,1996,10,18,Monthly,75,315747.7,86,263618.6,36911,49,0,26,58,0,28,311792,0,3955.7,131486.6,0,132132,21,306.6,26,3955.7,0,0,0,0,,,0,0,,,21,93954,1,4474,86,442972,,,7,38178,1,5454,130896,24,C,north Bohemia,8965,7.655
1918,3206,3877,38,Female,43,OWNER,not availed,1996,6,22,Monthly,62,621674.3,127,564731,48525,32,0,30,75,0,52,616265,0,5409.3,483845,0,80886,25,365,30,5409.3,0,0,0,0,,,0,0,,,26,63284,1,2434,82,1099745,1,677,0,0,,,,,,north Bohemia,8965,7.655
1919,3264,3950,38,Male,75,OWNER,not availed,1993,10,23,Monthly,121,321663.4,206,293830.2,22859,1,62,58,148,0,58,200,315952,5511.4,184442.2,0,109388,57,832.2,58,5511.4,0,0,62,315952,,,0,0,,,58,109388,1,1886,92,183810,,,0,0,,,,,,north Bohemia,8965,7.655
1920,3401,4112,38,Male,25,OWNER,classic,1997,10,4,Weekly,34,348601.4,36,324831,45109,19,0,15,27,1,8,345984,0,2617.4,287255,3600,33976,8,240,15,2617.4,0,0,0,0,,,0,0,,,8,33976,1,4247,39,636599,,,0,0,,,,,,north Bohemia,8965,7.655
1921,3463,4186,38,Male,21,OWNER,not availed,1997,9,21,Monthly,34,219756.2,60,189038,29114,19,0,15,29,0,31,218004,0,1752.2,102646,0,86392,10,146,15,1752.2,0,0,0,0,,,11,28072,1,2552,10,6460,1,646,38,320504,1,5186,0,0,,,,,,north Bohemia,8965,7.655
1922,3674,4428,38,Male,45,OWNER,not availed,1993,3,12,Monthly,216,3515145.6,354,3426564.8,67867,146,0,70,278,0,76,3497094,0,18051.6,2794748.4,0,631816.4,64,934.4,70,18051.6,0,0,0,0,,,0,0,,,64,608192,1,9503,360,6290908,,,12,23624.4,1,1968.7,23624.4,12,A,north Bohemia,8965,7.655
